Subject,Trial,DBS,Interference,Accuracy,RT
3,119,1,1,1,0.6155465960000001
3,120,1,0,1,0.538277887
3,121,1,1,1,1.090827549
3,122,1,0,1,0.7041034540000001
3,123,1,1,1,1.075231313
3,124,1,0,1,0.668642121
3,125,1,1,1,1.030111024
3,126,1,1,1,0.82228965
3,127,1,0,1,0.665355126
3,128,1,1,1,0.906585989
3,129,1,1,1,0.7755627909999999
3,130,1,0,1,0.644144729
3,131,1,1,1,0.7456415279999999
3,132,1,0,1,0.524141837
3,133,1,1,1,0.743978852
3,134,1,1,1,0.683289858
3,135,1,0,1,0.549882229
3,136,1,1,1,0.8112117109999999
3,137,1,0,1,0.586435549
3,138,1,1,1,0.544099029
3,139,1,1,1,0.5633919079999999
3,140,1,0,1,0.599402189
3,141,1,1,1,0.66144652
3,142,1,1,1,0.958195356
3,143,1,0,1,0.545725489
3,144,1,1,1,0.661384188
4,1,0,0,1,0.698722684
4,2,0,1,1,0.901624665
4,3,0,0,1,0.563057559
4,4,0,0,1,0.595390923
4,5,0,1,1,0.810654194
4,6,0,0,1,0.536710259
4,7,0,0,1,0.683452418
4,8,0,1,1,0.817899041
4,9,0,1,1,0.854569076
4,10,0,0,1,0.557653294
4,11,0,0,1,0.551964747
4,12,0,1,1,0.7221248570000001
4,13,0,1,1,0.714312926
4,14,0,0,1,0.587625999
4,15,0,0,1,0.606437729
4,16,0,1,1,0.8193097420000001
4,17,0,0,1,0.6310991770000001
4,18,0,1,1,0.7566353690000001
4,19,0,0,1,0.551288837
4,20,0,0,1,0.604797464
4,21,0,1,1,0.939390024
4,22,0,0,1,0.493770446
4,23,0,1,1,0.6510542739999999
4,24,0,0,1,0.57246968
4,25,0,0,1,0.614434366
4,26,0,1,1,0.599583941
4,27,0,0,1,0.541780164
4,28,0,1,1,0.909811021
4,29,0,0,1,0.584629763
4,30,0,0,1,0.511580397
4,31,0,1,1,0.801341802
4,32,0,0,1,0.62278102
4,33,0,1,1,0.667180215
4,34,0,1,1,0.8089020290000001
4,35,0,0,1,0.639339609
4,36,0,1,1,0.7379730729999999
4,37,0,0,1,0.54552997
4,38,0,1,1,0.765953145
4,39,0,0,1,0.593453304
4,40,0,0,1,0.576832708
4,41,0,1,1,0.7530516559999999
4,42,0,0,1,0.683421924
4,43,0,0,1,0.61633133
4,44,0,1,1,0.7765830290000001
4,45,0,1,1,0.781016897
4,46,0,0,1,0.570600344
4,47,0,1,1,0.861485719
4,48,0,1,1,0.69129757
4,49,0,0,1,0.518710727
4,50,0,1,1,0.757602144
4,51,0,0,1,0.500235114
4,52,0,1,1,0.7660192029999999
4,53,0,0,1,0.577537675
4,54,0,1,1,0.740360247
4,55,0,0,1,0.55092358
4,56,0,1,1,0.658832911
4,57,0,1,1,0.6829209079999999
4,58,0,0,1,0.5503785929999999
4,59,0,1,1,0.64729826
4,60,0,1,1,1.227275307
4,61,0,0,1,0.608234625
4,62,0,1,1,0.745848442
4,63,0,1,1,0.64809274
4,64,0,0,1,0.507433689
4,65,0,1,1,0.73679896
4,66,0,1,1,0.671982891
4,67,0,0,1,0.60252268
4,68,0,1,1,0.634345047
4,69,0,1,1,0.733744342
4,70,0,0,1,0.584454377
4,71,0,1,1,0.7677555340000001
4,72,0,0,1,0.594499068
4,73,0,0,1,0.574012145
4,74,0,1,1,0.8750145570000001
4,75,0,0,1,0.532526571
4,76,0,0,1,0.732042613
4,77,0,1,1,0.791880829
4,78,0,0,1,0.638615029
4,79,0,0,1,0.5767923429999999
4,80,0,1,1,0.7921013170000001
4,81,0,1,1,0.8249270609999999
4,82,0,0,1,0.6580741210000001
4,83,0,0,1,0.769066556
4,84,0,1,1,0.7333981559999999
4,85,0,0,1,0.631160374
4,86,0,0,1,0.529550583
4,87,0,1,1,0.8538639790000001
4,88,0,0,1,0.586065898
4,89,0,1,1,0.6996157479999999
4,90,0,0,1,0.554197149
4,91,0,1,1,0.669608955
4,92,0,0,1,0.499200046
4,93,0,1,1,0.7029690829999999
4,94,0,0,1,0.536211168
4,95,0,0,1,0.562361526
4,96,0,1,1,0.787443793
4,97,0,0,1,0.511259176
4,98,0,1,1,0.822178978
4,99,0,1,1,0.751190914
4,100,0,0,1,0.638778086
4,101,0,1,1,0.801892023
4,102,0,0,1,0.662646111
4,103,0,1,1,0.860430831
4,104,0,0,1,0.628244041
4,105,0,1,1,0.7020897359999999
4,106,0,1,1,0.818230604
4,107,0,0,1,0.592448098
4,108,0,0,1,0.644309963
4,109,0,1,1,0.7607835000000001
4,110,0,0,1,0.535000905
4,111,0,1,1,0.823150431
4,112,0,0,1,0.548370502
4,113,0,0,1,0.569414385
4,114,0,1,1,0.6938068690000001
4,115,0,0,1,0.595498026
4,116,0,0,1,0.81687957
4,117,0,1,1,0.7430478559999999
4,118,0,0,1,0.618274452
4,119,0,1,1,0.735411541
4,120,0,0,1,0.582886301
4,121,0,1,1,0.999651068
4,122,0,0,1,0.605579478
4,123,0,1,1,0.970816056
4,124,0,0,1,0.641113277
4,125,0,1,1,0.866149121
4,126,0,1,1,0.736868298
4,127,0,0,1,0.6320957220000001
4,128,0,1,1,0.807693977
4,129,0,1,1,0.80733272
4,130,0,0,1,0.573581232
4,131,0,1,1,0.700658757
4,132,0,0,1,0.554685467
4,133,0,1,1,0.658676155
4,134,0,1,1,0.554624795
4,135,0,0,1,0.502383892
4,136,0,1,1,0.7212912840000001
4,137,0,0,1,0.659364249
4,138,0,1,1,0.715094638
4,139,0,1,1,0.659038353
4,140,0,0,1,0.5751665429999999
4,141,0,1,1,0.694782247
4,142,0,1,1,1.111889115
4,143,0,0,1,0.590234722
4,144,0,1,1,0.7528610640000001
4,1,1,1,1,0.9798568925
4,2,1,1,1,0.8963544845999999
4,3,1,0,1,0.6908695497
4,4,1,1,1,0.723770548
4,5,1,1,1,0.776767407
4,6,1,0,1,0.647855919
4,7,1,1,1,0.8090906290000001
4,8,1,0,1,0.5754752160000001
4,9,1,1,1,0.6777626529999999
4,10,1,0,1,0.659431156
4,11,1,1,1,0.8943378479999999
4,12,1,1,1,0.7866904440000001
4,13,1,0,1,0.6969457059999999
4,14,1,1,1,0.7630591520000001
4,15,1,0,1,0.583127124
4,16,1,0,1,0.542158824
4,17,1,1,1,0.73223588
4,18,1,1,1,0.682990848
4,19,1,0,1,0.598468221
4,20,1,1,1,0.969161917
4,21,1,1,1,0.790405965
4,22,1,0,1,0.857010115
4,23,1,1,1,0.69369446
4,24,1,0,1,0.6912868320000001
4,25,1,1,1,0.784790255
4,26,1,0,1,0.802094492
4,27,1,1,1,0.746827265
4,28,1,1,1,0.736240848
4,29,1,0,1,0.613154501
4,30,1,1,1,0.737086688
4,31,1,0,1,0.7018425290000001
4,32,1,1,1,0.8461337999999999
4,33,1,0,1,0.709475037
4,34,1,0,1,0.7732686120000001
4,35,1,1,1,1.187411882
4,36,1,0,1,0.63716153
4,37,1,1,1,0.7708054790000001
4,38,1,1,1,0.8087718840000001
4,39,1,0,1,0.667552286
4,40,1,1,1,0.76115202
4,41,1,0,1,0.631945664
4,42,1,1,1,0.750137298
4,43,1,1,1,0.905210056
4,44,1,0,1,0.642106861
4,45,1,1,1,0.660372042
4,46,1,1,1,0.919217914
4,47,1,0,1,0.673823148
4,48,1,1,1,1.056681938
4,49,1,0,1,0.593449296
4,50,1,1,1,1.130326502
4,51,1,0,1,0.656548638
4,52,1,1,1,0.7526445409999999
4,53,1,1,1,0.965991322
4,54,1,0,1,0.520759992
4,55,1,1,1,0.8577271190000001
4,56,1,1,1,0.7248001140000001
4,57,1,0,1,0.70597329
4,58,1,0,1,0.616709202
4,59,1,1,1,0.845995102
4,60,1,1,1,0.795706338
4,61,1,0,1,0.679294738
4,62,1,0,1,0.615516634
4,63,1,1,1,0.83994589
4,64,1,0,1,0.672108467
4,65,1,1,1,0.859414015
4,66,1,0,1,0.692276592
4,67,1,1,1,0.7433630059999999
4,68,1,0,1,0.6355271
4,69,1,1,1,0.762899615
4,70,1,0,1,0.571044596
4,71,1,1,1,0.697437668
4,72,1,0,1,0.567707246
4,73,1,1,1,0.8110163579999999
4,74,1,0,1,0.630658328
4,75,1,1,1,0.73524912
4,76,1,0,1,0.569302534
4,77,1,0,1,0.6013353
4,78,1,1,1,1.09669736
4,79,1,1,1,0.745590729
4,80,1,0,1,0.54934463
4,81,1,0,1,0.644831287
4,82,1,1,1,0.87503992
4,83,1,0,1,0.497116602
4,84,1,0,1,0.5060498760000001
4,85,1,1,1,0.7137333020000001
4,86,1,0,1,0.6268450560000001
4,87,1,1,1,0.823746445
4,88,1,0,1,0.478779629
4,89,1,0,1,0.5675956520000001
4,90,1,1,1,0.909014554
4,91,1,0,1,0.521223558
4,92,1,0,1,0.51123354
4,93,1,1,1,0.829661357
4,94,1,0,1,0.605543865
4,95,1,0,1,0.5565451020000001
4,96,1,1,1,0.7491993929999999
4,97,1,0,1,0.519351225
4,98,1,0,1,0.5883792529999999
4,99,1,1,1,0.827405145
4,100,1,1,1,0.8753776809999999
4,101,1,0,1,0.652491203
4,102,1,0,1,0.616449358
4,103,1,1,1,0.781624323
4,104,1,0,1,0.511561014
4,105,1,1,1,0.693391987
4,106,1,0,1,0.496676869
4,107,1,0,1,0.4684475
4,108,1,1,1,0.723119417
4,109,1,0,1,0.570812911
4,110,1,1,1,0.767036585
4,111,1,0,1,0.551714178
4,112,1,0,1,0.5609790339999999
4,113,1,1,1,0.685766133
4,114,1,1,1,0.6975304379999999
4,115,1,0,1,0.567214477
4,116,1,1,1,0.71787902
4,117,1,0,1,0.548716644
4,118,1,1,1,0.7580779329999999
4,119,1,0,1,0.528517076
4,120,1,1,1,0.60566577
4,121,1,0,1,0.569533644
4,122,1,1,1,0.740388403
4,123,1,0,1,0.5225044520000001
4,124,1,1,1,1.127137519
4,125,1,0,1,0.556061515
4,126,1,1,1,0.796563606
4,127,1,0,1,0.56887363
4,128,1,0,1,0.460700114
4,129,1,1,1,0.718978703
4,130,1,0,1,0.5439261710000001
4,131,1,1,1,0.7031557429999999
4,132,1,0,1,0.51817391
4,133,1,1,1,0.729543266
4,134,1,0,1,0.54144529
4,135,1,0,1,0.482165715
4,136,1,1,1,0.692068929
4,137,1,1,1,0.581064262
4,138,1,0,1,0.496213908
4,139,1,1,1,0.6219955
4,140,1,0,1,0.484953758
4,141,1,0,1,0.477918828
4,142,1,1,1,0.657849107
4,143,1,1,1,0.758750019
4,144,1,0,1,0.5119764729999999
5,1,0,1,1,0.986697223
5,2,0,1,1,1.1193621740000002
5,3,0,0,1,0.7829997870000001
5,4,0,1,1,0.989048751
5,5,0,1,1,0.859771588
5,6,0,0,1,0.84518238
5,7,0,1,1,0.7735424590000001
5,8,0,0,1,0.6860257740000001
5,9,0,1,1,0.831627599
5,10,0,0,1,0.630260271
5,11,0,1,1,1.2563332109999998
5,12,0,1,1,0.932006345
5,13,0,0,1,0.833362167
5,14,0,1,1,0.70970146
5,15,0,0,1,0.651905964
5,16,0,0,1,0.792402171
5,17,0,1,1,0.820654255
5,18,0,1,1,1.4145316469999998
5,19,0,0,1,0.6827272670000001
5,20,0,1,1,1.026525854
5,21,0,1,1,0.7257138909999999
5,22,0,0,1,1.060285406
5,23,0,1,1,1.00706289
5,24,0,0,1,0.657442915
5,25,0,1,1,1.029437823
5,26,0,0,1,0.710907107
5,27,0,1,1,0.776379913
5,28,0,1,1,0.8946924909999999
5,29,0,0,1,0.791370736
5,30,0,1,1,0.941401115
5,31,0,0,1,0.617817782
5,32,0,1,1,0.972793009
5,33,0,0,1,0.73796795
5,34,0,0,1,0.596907918
5,35,0,1,1,1.103246271
5,36,0,0,1,0.6609330520000001
5,37,0,1,1,0.898436252
5,38,0,1,1,0.802060131
5,39,0,0,1,0.68594068
5,40,0,1,1,0.822533431
5,41,0,0,0,0.422158499
5,42,0,1,1,0.963826587
5,43,0,1,1,0.867081749
5,44,0,0,1,0.615120228
5,45,0,1,1,0.884110665
5,46,0,1,1,1.038989832
5,47,0,0,1,0.7212811
5,48,0,1,1,0.910838675
5,49,0,0,1,0.713435855
5,50,0,1,1,1.2388074059999998
5,51,0,0,1,0.640567845
5,52,0,1,1,0.808097087
5,53,0,1,1,0.795703567
5,54,0,0,1,0.5460182020000001
5,55,0,1,1,1.178709562
5,56,0,1,1,0.8537219540000001
5,57,0,0,1,0.7371246909999999
5,58,0,0,1,0.605266874
5,59,0,1,1,1.080247674
5,60,0,1,1,1.070482057
5,61,0,0,1,0.709777758
5,62,0,0,1,0.6963785290000001
5,63,0,1,1,1.15251665
5,64,0,0,1,0.65633815
5,65,0,1,1,1.074874947
5,66,0,0,1,0.699160736
5,67,0,1,1,0.914286559
5,68,0,0,1,0.599629557
5,69,0,1,1,1.2633406740000002
5,70,0,0,1,0.582924321
5,71,0,1,1,1.083043547
5,72,0,0,0,0.00393916
5,73,0,1,0,0.003903749999
5,74,0,0,1,0.618840846
5,75,0,1,1,1.038490099
5,76,0,0,1,0.61040363
5,77,0,0,1,0.635603155
5,78,0,1,1,0.969276896
5,79,0,1,1,0.836849553
5,80,0,0,1,0.638350642
5,81,0,0,1,0.568125373
5,82,0,1,1,0.8151895570000001
5,83,0,0,1,0.635513122
5,84,0,0,1,0.569705379
5,85,0,1,1,0.711446317
5,86,0,0,1,0.6740115740000001
5,87,0,1,1,0.8847328240000001
5,88,0,0,1,0.617354319
5,89,0,0,1,0.601191567
5,90,0,1,1,1.038330059
5,91,0,0,0,0.17174217100000005
5,92,0,0,1,0.709214659
5,93,0,1,1,1.0184015709999998
5,94,0,0,1,0.616015464
5,95,0,0,1,0.613251153
5,96,0,1,1,1.052492928
5,97,0,0,1,0.622418995
5,98,0,0,1,0.6827032470000001
5,99,0,1,0,0.17167142100000002
5,100,0,1,1,1.016237013
5,101,0,0,1,0.704541365
5,102,0,0,1,0.635600802
5,103,0,1,1,0.88438835
5,104,0,0,1,0.5923022179999999
5,105,0,1,1,0.8592541229999999
5,106,0,0,1,0.70905436
5,107,0,0,1,0.591359863
5,108,0,1,1,1.000555886
5,109,0,0,1,0.713062064
5,110,0,1,1,1.046056307
5,111,0,0,1,0.664902862
5,112,0,0,1,0.62540018
5,113,0,1,1,1.194279708
5,114,0,1,1,1.3454346030000002
5,115,0,0,1,0.711386845
5,116,0,1,1,0.889267967
5,117,0,0,1,0.5734193160000001
5,118,0,1,1,0.861542203
5,119,0,0,1,1.0427031690000002
5,120,0,1,1,1.26251975
5,121,0,0,1,0.65239834
5,122,0,1,1,1.089120949
5,123,0,0,1,0.6157350070000001
5,124,0,1,1,0.8436507659999999
5,125,0,0,1,0.661854495
5,126,0,1,1,0.758825506
5,127,0,0,1,0.599084506
5,128,0,0,1,0.644273772
5,129,0,1,1,0.87444412
5,130,0,0,1,0.703669262
5,131,0,1,1,1.208170918
5,132,0,0,1,0.611350713
5,133,0,1,1,0.869381463
5,134,0,0,1,0.61009953
5,135,0,0,1,0.654227097
5,136,0,1,1,0.933144272
5,137,0,1,1,0.847388916
5,138,0,0,1,0.6801870240000001
5,139,0,1,1,0.753090685
5,140,0,0,1,0.6125413279999999
5,141,0,0,1,0.617221486
5,142,0,1,1,0.869086268
5,143,0,1,1,1.002896714
5,144,0,0,1,0.642650532
5,1,1,0,1,0.661122015
5,2,1,1,1,0.9975217883
5,3,1,0,1,0.9063366954
5,4,1,0,1,0.6985604886
5,5,1,1,1,0.9939489298
5,6,1,0,1,0.6138567629999999
5,7,1,0,1,0.655679749
5,8,1,1,0,0.7533750909999999
5,9,1,1,1,0.8746212520000001
5,10,1,0,1,0.775200315
5,11,1,0,1,0.733824556
5,12,1,1,1,1.178257181
5,13,1,1,1,0.922025402
5,14,1,0,1,1.3061743609999998
5,15,1,0,1,0.8332422340000001
5,16,1,1,1,0.89916928
5,17,1,0,1,0.6729906529999999
5,18,1,1,1,0.827990442
5,19,1,0,1,0.8393658190000001
5,20,1,0,1,0.613202874
5,21,1,1,1,1.054010218
5,22,1,0,1,0.633370985
5,23,1,1,1,1.210709238
5,24,1,0,1,0.7554444379999999
5,25,1,0,1,0.6985309359999999
5,26,1,1,1,0.844084732
5,27,1,0,1,0.679057955
5,28,1,1,1,0.834804875
5,29,1,0,1,0.664727435
5,30,1,0,1,0.68168338
5,31,1,1,1,1.057686425
5,32,1,0,1,0.6432563929999999
5,33,1,1,1,0.806816102
5,34,1,1,1,0.851872286
5,35,1,0,1,0.701644878
5,36,1,1,1,1.090984572
5,37,1,0,1,0.644419855
5,38,1,1,1,0.965784278
5,39,1,0,1,0.709966503
5,40,1,0,1,0.7237778859999999
5,41,1,1,1,0.8103707240000001
5,42,1,0,1,0.648341821
5,43,1,0,1,0.598735601
5,44,1,1,1,0.772026038
5,45,1,1,1,0.8374843609999999
5,46,1,0,1,0.561240576
5,47,1,1,1,0.955070365
5,48,1,1,1,0.844069359
5,49,1,0,1,0.517145416
5,50,1,1,1,0.7546812829999999
5,51,1,0,1,0.55515344
5,52,1,1,1,0.780877212
5,53,1,0,1,0.639879613
5,54,1,1,1,0.909077041
5,55,1,0,1,0.721452993
5,56,1,1,1,0.997807995
5,57,1,1,1,0.848519323
5,58,1,0,1,0.670211173
5,59,1,1,1,1.049468247
5,60,1,1,1,0.900316847
5,61,1,0,1,0.7106792690000001
5,62,1,1,1,0.88204694
5,63,1,1,1,1.0171707490000002
5,64,1,0,1,0.609051804
5,65,1,1,1,1.061052459
5,66,1,1,1,0.891376298
5,67,1,0,1,0.652831432
5,68,1,1,1,0.810226497
5,69,1,1,1,1.083553318
5,70,1,0,1,0.623345928
5,71,1,1,1,0.898901462
5,72,1,0,1,0.7216435590000001
5,73,1,0,1,0.567551339
5,74,1,1,1,0.777992775
5,75,1,0,1,0.656234181
5,76,1,0,1,0.550660057
5,77,1,1,1,0.856105716
5,78,1,0,1,0.6449348970000001
5,79,1,0,1,0.6000576
5,80,1,1,1,0.83158606
5,81,1,1,1,0.8126425740000001
5,82,1,0,1,0.673907314
5,83,1,0,1,0.8312396759999999
5,84,1,1,1,0.786469318
5,85,1,0,1,0.596636718
5,86,1,0,1,0.546417719
5,87,1,1,1,0.864426734
5,88,1,0,1,0.586695168
5,89,1,1,1,0.8182655040000001
5,90,1,0,1,0.6060159970000001
5,91,1,1,1,0.890720829
5,92,1,0,1,0.595653424
5,93,1,1,1,0.939475071
5,94,1,0,1,0.590698774
5,95,1,0,1,0.669902345
5,96,1,1,1,0.8285087809999999
5,97,1,0,1,0.678987989
5,98,1,1,1,0.8239763170000001
5,99,1,1,1,0.74338485
5,100,1,0,1,0.65298437
5,101,1,1,1,1.262548914
5,102,1,0,1,0.796081203
5,103,1,1,1,1.139507751
5,104,1,0,1,0.663458208
5,105,1,1,1,0.892897917
5,106,1,1,1,0.824225745
5,107,1,0,1,0.717747316
5,108,1,0,1,0.600729589
5,109,1,1,1,0.846747313
5,110,1,0,1,0.62653664
5,111,1,1,1,0.778245883
5,112,1,0,1,0.622653314
5,113,1,0,1,0.6924573509999999
5,114,1,1,1,0.8810218879999999
5,115,1,0,1,0.561762931
5,116,1,0,1,0.553820774
5,117,1,1,1,1.042428835
5,118,1,0,1,0.630814628
5,119,1,1,1,0.765523707
5,120,1,0,1,0.615321891
5,121,1,1,1,0.970907757
5,122,1,0,1,0.5207851139999999
5,123,1,1,1,1.101621338
5,124,1,0,1,0.526336198
5,125,1,1,1,0.837457505
5,126,1,1,1,0.8812960609999999
5,127,1,0,1,0.619527936
5,128,1,1,1,0.8878351520000001
5,129,1,1,1,0.7604110759999999
5,130,1,0,1,0.6188977729999999
5,131,1,1,1,0.804826367
5,132,1,0,1,0.588586076
5,133,1,1,1,0.728619547
5,134,1,1,1,0.578979294
5,135,1,0,1,0.589972225
5,136,1,1,1,0.767886198
5,137,1,0,1,0.800215936
5,138,1,1,1,0.966107526
5,139,1,1,1,0.810616766
5,140,1,0,1,0.5554513879999999
5,141,1,1,1,0.8891113490000001
5,142,1,1,1,0.936224511
5,143,1,0,1,0.642844693
5,144,1,1,1,0.941582739
6,1,0,0,1,1.7999
6,2,0,1,1,1.4042999999999992
6,3,0,0,1,1.1809000000000012
6,4,0,0,1,1.7105999999999997
6,5,0,1,1,1.846899999999998
6,6,0,0,1,0.857600000000005
6,7,0,0,1,1.1221999999999994
6,8,0,1,1,1.4960999999999984
6,9,0,1,1,1.4286000000000032
6,10,0,0,1,1.3928000000000085
6,11,0,0,1,0.9654999999999916
6,12,0,1,0,1.0411
6,13,0,1,1,1.4618000000000109
6,14,0,0,1,2.7068999999999903
6,15,0,0,1,1.186700000000002
6,16,0,1,1,1.3881999999999977
6,17,0,0,1,1.0246000000000066
6,18,0,1,1,1.179700000000011
6,19,0,0,1,1.209599999999995
6,20,0,0,1,1.0841000000000065
6,21,0,1,1,1.5353000000000063
6,22,0,0,1,1.0309000000000026
6,23,0,1,1,1.014100000000013
6,24,0,0,1,1.0132999999999868
6,25,0,0,1,0.7932999999999879
6,26,0,1,1,0.9168999999999984
6,27,0,0,1,1.258999999999986
6,28,0,1,1,1.4140999999999906
6,29,0,0,1,1.1597000000000148
6,30,0,0,1,1.1272999999999909
6,31,0,1,1,1.1881999999999948
6,32,0,0,1,1.2188999999999908
6,33,0,1,1,1.1239999999999952
6,34,0,1,1,1.4360000000000068
6,35,0,0,1,1.1192000000000064
6,36,0,1,1,1.2427000000000137
6,37,0,0,1,1.4605999999999997
6,38,0,1,1,1.3931999999999791
6,39,0,0,1,1.0135999999999967
6,40,0,0,1,1.091199999999958
6,41,0,1,1,1.621499999999969
6,42,0,0,1,0.9764999999999872
6,43,0,0,1,1.0219999999999914
6,44,0,1,1,1.0672999999999888
6,45,0,1,1,1.4399999999999975
6,46,0,0,1,1.1075000000000157
6,47,0,1,1,1.4499000000000135
6,48,0,1,1,1.3669000000000435
6,49,0,0,1,1.0339000000000171
6,50,0,1,1,1.6727000000000205
6,51,0,0,1,0.8088999999999942
6,52,0,1,1,2.7146000000000186
6,53,0,0,1,0.8825999999999681
6,54,0,1,1,1.2549000000000206
6,55,0,0,1,1.0511999999999944
6,56,0,1,1,1.1118999999999917
6,57,0,1,1,1.1263000000000147
6,58,0,0,1,0.7028999999999996
6,59,0,1,1,1.0457000000000107
6,60,0,1,1,1.2321000000000026
6,61,0,0,1,0.808400000000006
6,62,0,1,1,1.1827000000000112
6,63,0,1,1,1.3999000000000024
6,64,0,0,1,0.8946000000000254
6,65,0,1,0,1.080600000000004
6,66,0,1,1,1.8612999999999715
6,67,0,0,1,1.1689000000000078
6,68,0,1,0,1.1822999999999981
6,69,0,1,1,1.0862999999999945
6,70,0,0,1,0.9442000000000236
6,71,0,1,1,1.068300000000022
6,72,0,0,1,0.9101
6,73,0,0,1,0.7368000000000166
6,74,0,1,1,1.4231000000000904
6,75,0,0,1,0.8396999999999935
6,76,0,0,1,0.9303999999999631
6,77,0,1,1,0.9936000000000148
6,78,0,0,1,0.9617000000000644
6,79,0,0,1,0.8362000000000762
6,80,0,1,1,0.9752999999999474
6,81,0,1,1,1.5325000000000273
6,82,0,0,1,0.9699000000000524
6,83,0,0,1,1.4683999999999742
6,84,0,1,1,1.2916000000000167
6,85,0,0,1,0.9311000000000148
6,86,0,0,1,0.9145999999999505
6,87,0,1,1,1.3345000000000482
6,88,0,0,1,0.8296000000000276
6,89,0,1,1,0.9221000000000004
6,90,0,0,1,1.139699999999948
6,91,0,1,1,0.9353999999999588
6,92,0,0,1,1.3558000000000447
6,93,0,1,1,1.4920999999999367
6,94,0,0,1,0.7993999999999915
6,95,0,0,1,0.8604000000000269
6,96,0,1,1,1.1556000000000497
6,97,0,0,1,0.7635000000000218
6,98,0,1,1,1.4348999999999703
6,99,0,1,1,1.4920999999999367
6,100,0,0,1,0.7378999999999678
6,101,0,1,1,1.2522999999999909
6,102,0,0,1,0.8136999999999261
6,103,0,1,1,1.172399999999925
6,104,0,0,1,0.8744000000000369
6,105,0,1,1,0.9516999999999598
6,106,0,1,1,1.1996000000000322
6,107,0,0,1,0.9630000000000792
6,108,0,0,1,0.8220000000000027
6,109,0,1,1,1.477800000000002
6,110,0,0,1,0.8161999999999807
6,111,0,1,1,1.2364999999999782
6,112,0,0,1,0.8288000000000011
6,113,0,0,1,0.8435000000000628
6,114,0,1,1,1.1552000000000362
6,115,0,0,1,0.9039999999999964
6,116,0,0,1,1.1687000000000578
6,117,0,1,1,1.0109999999999673
6,118,0,0,1,0.6814000000000533
6,119,0,1,1,0.8204000000000633
6,120,0,0,1,0.7573999999999614
6,121,0,1,1,1.2409000000000106
6,122,0,0,1,0.8492999999999711
6,123,0,1,1,2.035399999999981
6,124,0,0,1,0.6716000000000122
6,125,0,1,1,1.2957000000000107
6,126,0,1,1,1.1231000000000222
6,127,0,0,1,1.028699999999958
6,128,0,1,1,1.3872999999999818
6,129,0,1,0,1.6166999999999234
6,130,0,0,1,1.2373999999999796
6,131,0,1,1,1.2830999999999904
6,132,0,0,1,0.8902999999999109
6,133,0,1,1,1.3886999999999716
6,134,0,1,1,1.2585000000000264
6,135,0,0,1,0.9445000000000618
6,136,0,1,1,1.2554000000000087
6,137,0,0,1,0.7386000000000195
6,138,0,1,0,0.9873999999999796
6,139,0,1,1,0.9546000000000276
6,140,0,0,1,1.547900000000027
6,141,0,1,1,1.3238999999999803
6,142,0,1,0,1.1633999999999105
6,143,0,0,1,1.4899000000000342
6,144,0,1,0,1.1104000000000271
6,1,1,1,1,1.7227999999999994
6,2,1,1,1,1.7341999999999975
6,3,1,0,1,1.3393000000000015
6,4,1,1,1,1.5534000000000034
6,5,1,1,1,1.5951000000000022
6,6,1,0,1,1.1526999999999958
6,7,1,1,1,1.0386000000000024
6,8,1,0,1,1.6347000000000025
6,9,1,1,1,0.9898000000000023
6,10,1,0,0,1.4261000000000053
6,11,1,1,0,1.7021999999999906
6,12,1,1,1,1.9938000000000076
6,13,1,0,1,1.1919999999999928
6,14,1,1,1,0.8946000000000112
6,15,1,0,1,1.0657000000000068
6,16,1,0,1,0.7193999999999932
6,17,1,1,1,1.3122000000000045
6,18,1,1,1,2.47920000000002
6,19,1,0,1,0.9433999999999968
6,20,1,1,0,0.8171999999999855
6,21,1,1,1,1.1896999999999878
6,22,1,0,1,1.5319000000000074
6,23,1,1,1,1.3078999999999894
6,24,1,0,1,1.9911000000000167
6,25,1,1,1,1.5640000000000214
6,26,1,0,1,1.2466000000000008
6,27,1,1,1,0.9491999999999904
6,28,1,1,1,1.2284999999999968
6,29,1,0,1,1.0086000000000013
6,30,1,1,1,1.2102999999999895
6,31,1,0,1,1.2563000000000102
6,32,1,1,1,1.7550999999999988
6,33,1,0,1,1.0630000000000166
6,34,1,0,1,0.7336999999999989
6,35,1,1,1,1.8412000000000148
6,36,1,0,1,1.3673000000000002
6,37,1,1,1,1.5342999999999734
6,38,1,1,1,1.1697000000000344
6,39,1,0,1,1.324700000000007
6,40,1,1,1,1.5233000000000059
6,41,1,0,1,0.90949999999998
6,42,1,1,1,1.6433999999999855
6,43,1,1,1,1.0293999999999528
6,44,1,0,1,1.2468999999999824
6,45,1,1,1,1.792599999999993
6,46,1,1,1,0.7511000000000081
6,47,1,0,1,2.004199999999969
6,48,1,1,1,1.62439999999998
6,49,1,0,1,0.9943999999999846
6,50,1,1,1,1.9157000000000155
6,51,1,0,1,1.0208999999999833
6,52,1,1,1,0.9261999999999944
6,53,1,1,1,1.128499999999974
6,54,1,0,1,1.0489000000000033
6,55,1,1,0,1.4685999999999808
6,56,1,1,1,1.35390000000001
6,57,1,0,1,1.1772000000000276
6,58,1,0,1,1.0200000000000389
6,59,1,1,1,1.3945999999999683
6,60,1,1,1,0.8899000000000115
6,61,1,0,1,0.9670999999999594
6,62,1,0,1,1.2927000000000248
6,63,1,1,1,0.9796999999999798
6,64,1,0,1,0.9786000000000286
