Subject,Trial,DBS,Interference,Accuracy,RT
2,1,0,0,1,0.7710575734
2,2,0,1,1,0.7617346228
2,3,0,0,1,0.6331967221
2,4,0,0,1,0.6222316847
2,5,0,1,1,0.9217332476
2,6,0,0,1,0.5025660392
2,7,0,0,1,0.5825764227
2,8,0,1,1,0.87542599
2,9,0,1,1,1.362233056
2,10,0,0,1,0.521471252
2,11,0,0,1,0.674267885
2,12,0,1,1,0.741530347
2,13,0,1,1,0.901317895
2,14,0,0,1,0.499001728
2,15,0,0,1,0.5532221620000001
2,16,0,1,1,0.834276295
2,17,0,0,1,0.514401478
2,18,0,1,1,0.769178472
2,19,0,0,1,0.558550989
2,20,0,0,1,0.6075178689999999
2,21,0,1,1,0.565101282
2,22,0,0,1,0.576097066
2,23,0,1,1,0.762676082
2,24,0,0,1,0.721798952
2,25,0,0,1,0.456164873
2,26,0,1,1,0.775210746
2,27,0,0,1,0.5393861520000001
2,28,0,1,1,0.759829997
2,29,0,0,1,0.57060526
2,30,0,0,1,0.4842677070000001
2,31,0,1,1,0.902581569
2,32,0,0,1,0.653582626
2,33,0,1,1,0.827446432
2,34,0,1,1,0.913005388
2,35,0,0,1,0.7563526840000001
2,36,0,1,1,0.796846559
2,37,0,0,1,0.554726414
2,38,0,1,1,0.800654517
2,39,0,0,1,0.7862568609999999
2,40,0,0,1,0.501210254
2,41,0,1,1,0.797532919
2,42,0,0,1,0.682922595
2,43,0,0,1,0.730009915
2,44,0,1,1,0.798756165
2,45,0,1,1,1.280154238
2,46,0,0,1,0.69045925
2,47,0,1,1,0.8419932509999999
2,48,0,1,1,0.951724755
2,49,0,0,1,0.588781106
2,50,0,1,1,0.8137696259999999
2,51,0,0,1,0.5579022610000001
2,52,0,1,1,0.852386172
2,53,0,0,1,0.7520130970000001
2,54,0,1,1,0.955859976
2,55,0,0,1,0.635069616
2,56,0,1,1,0.8381856240000001
2,57,0,1,1,0.870188905
2,58,0,0,1,0.742715993
2,59,0,1,1,0.80622203
2,60,0,1,1,0.87156524
2,61,0,0,1,0.80947185
2,62,0,1,1,0.820325816
2,63,0,1,1,0.73538885
2,64,0,0,1,0.656297934
2,65,0,1,1,1.08006183
2,66,0,1,1,0.748788901
2,67,0,0,1,0.6698236160000001
2,68,0,1,1,1.004685517
2,69,0,1,1,1.227422735
2,70,0,0,1,0.7239580520000001
2,71,0,1,1,0.905670488
2,72,0,0,1,0.5992282320000001
2,73,0,0,1,0.626178779
2,74,0,1,1,0.7696426670000001
2,75,0,0,1,0.693992642
2,76,0,0,1,0.531284675
2,77,0,1,1,0.915056782
2,78,0,0,1,0.760100178
2,79,0,0,1,0.683583378
2,80,0,1,1,1.082771815
2,81,0,1,1,0.934487321
2,82,0,0,1,1.103040778
2,83,0,0,1,0.7337535279999999
2,84,0,1,1,1.14147299
2,85,0,0,1,0.634997885
2,86,0,0,1,0.7120335040000001
2,87,0,1,1,0.96082139
2,88,0,0,1,0.588797741
2,89,0,1,1,0.950761513
2,90,0,0,1,0.611600264
2,91,0,1,1,1.026648828
2,92,0,0,1,0.5805856660000001
2,93,0,1,1,0.896132692
2,94,0,0,1,0.680965237
2,95,0,0,1,0.739098941
2,96,0,1,1,0.854229042
2,97,0,0,1,0.5566008579999999
2,98,0,1,1,1.074625296
2,99,0,1,1,0.891131098
2,100,0,0,1,0.71809063
2,101,0,1,1,1.082554983
2,102,0,0,1,0.645727932
2,103,0,1,1,1.258764939
2,104,0,0,1,0.651418494
2,105,0,1,1,0.8813570959999999
2,106,0,1,1,1.203195162
2,107,0,0,1,0.826720018
2,108,0,0,1,0.63643799
2,109,0,1,1,0.84290779
2,110,0,0,1,0.567466465
2,111,0,1,1,0.89932129
2,112,0,0,1,0.588617354
2,113,0,0,1,0.5414720510000001
2,114,0,1,1,0.80596099
2,115,0,0,1,0.627641491
2,116,0,0,1,0.560972965
2,117,0,1,1,0.885030386
2,118,0,0,1,0.5482784860000001
2,119,0,1,1,0.862535756
2,120,0,0,1,0.7211086809999999
2,121,0,1,1,0.852851147
2,122,0,0,1,0.594443508
2,123,0,1,1,1.258477558
2,124,0,0,1,0.80647138
2,125,0,1,1,0.9683846
2,126,0,1,1,0.947199811
2,127,0,0,1,0.7198776579999999
2,128,0,1,1,1.014060955
2,129,0,1,1,0.979506953
2,130,0,0,1,0.6259283720000001
2,131,0,1,1,0.784613294
2,132,0,0,1,0.7238971040000001
2,133,0,1,1,0.766913098
2,134,0,1,1,0.68633694
2,135,0,0,1,0.7968062140000001
2,136,0,1,1,0.895105565
2,137,0,0,1,0.536746166
2,138,0,1,1,1.132215679
2,139,0,1,1,0.78110755
2,140,0,0,1,0.585788914
2,141,0,1,1,0.8853739409999999
2,142,0,1,1,0.956035787
2,143,0,0,1,0.978134621
2,144,0,1,1,0.980750852
2,1,1,1,1,0.721772128
2,2,1,1,1,0.8313363570000001
2,3,1,0,1,0.577356889
2,4,1,1,1,0.989230742
2,5,1,1,1,1.178474702
2,6,1,0,1,0.620514366
2,7,1,1,1,0.591398186
2,8,1,0,1,0.693053377
2,9,1,1,1,0.756138029
2,10,1,0,1,0.790384172
2,11,1,1,1,0.861341508
2,12,1,1,1,0.952775633
2,13,1,0,1,0.7152687870000001
2,14,1,1,1,0.728781308
2,15,1,0,1,0.664804211
2,16,1,0,1,0.627802215
2,17,1,1,1,0.87131635
2,18,1,1,1,0.95573773
2,19,1,0,1,0.5849069720000001
2,20,1,1,1,0.903556652
2,21,1,1,1,0.765232246
2,22,1,0,1,0.964673673
2,23,1,1,1,0.951502961
2,24,1,0,1,1.214445988
2,25,1,1,1,1.053744492
2,26,1,0,1,0.6917565990000001
2,27,1,1,1,0.7276622640000001
2,28,1,1,1,0.964867431
2,29,1,0,1,0.51450899
2,30,1,1,1,0.8504571540000001
2,31,1,0,1,0.6937155909999999
2,32,1,1,1,0.890543729
2,33,1,0,1,0.6778157640000001
2,34,1,0,1,0.668470949
2,35,1,1,1,0.8899322609999999
2,36,1,0,1,0.695837998
2,37,1,1,1,0.776663805
2,38,1,1,1,0.8284542540000001
2,39,1,0,1,0.684658384
2,40,1,1,1,0.913465851
2,41,1,0,1,0.896858962
2,42,1,1,1,0.861131537
2,43,1,1,1,0.867244637
2,44,1,0,1,0.655245001
2,45,1,1,1,0.952447649
2,46,1,1,1,0.75935146
2,47,1,0,1,0.7483186620000001
2,48,1,1,1,0.710729953
2,49,1,0,1,0.700376872
2,50,1,1,1,1.000776933
2,51,1,0,1,0.5317827470000001
2,52,1,1,1,0.870685281
2,53,1,1,1,0.7232326590000001
2,54,1,0,1,0.635022187
2,55,1,1,1,0.961939016
2,56,1,1,1,0.744697712
2,57,1,0,1,0.652304695
2,58,1,0,1,0.649142453
2,59,1,1,1,1.411489679
2,60,1,1,1,0.8165338240000001
2,61,1,0,1,0.612396711
2,62,1,0,1,0.600107765
2,63,1,1,1,1.056192175
2,64,1,0,1,0.876968187
2,65,1,1,1,0.896560679
2,66,1,0,1,0.668841636
2,67,1,1,1,1.249888422
2,68,1,0,1,0.601021932
2,69,1,1,1,0.7672316109999999
2,70,1,0,1,0.595331752
2,71,1,1,1,0.7882287379999999
2,72,1,0,1,0.609177911
2,73,1,1,1,0.8322166679999999
2,74,1,0,1,0.562627969
2,75,1,1,1,0.987430656
2,76,1,0,1,0.527540325
2,77,1,0,1,0.6471903729999999
2,78,1,1,1,0.878546377
2,79,1,1,1,0.8800244979999999
2,80,1,0,1,0.916056818
2,81,1,0,1,0.61341666
2,82,1,1,1,0.892235537
2,83,1,0,1,0.6762031999999999
2,84,1,0,1,0.599682274
2,85,1,1,1,0.775368763
2,86,1,0,1,0.690749663
2,87,1,1,1,1.058298637
2,88,1,0,1,0.70895295
2,89,1,0,1,0.577515166
2,90,1,1,1,0.603079529
2,91,1,0,1,0.6302727810000001
2,92,1,0,1,0.636143377
2,93,1,1,1,0.960757999
2,94,1,0,1,0.587803426
2,95,1,0,1,0.538826855
2,96,1,1,1,0.820922277
2,97,1,0,1,0.485839063
2,98,1,0,1,0.6934730859999999
2,99,1,1,1,0.8532453659999999
2,100,1,1,1,0.862642496
2,101,1,0,1,0.537194899
2,102,1,0,1,0.606548689
2,103,1,1,1,1.02007119
2,104,1,0,1,0.5798767920000001
2,105,1,1,1,0.738730722
2,106,1,0,1,0.642826966
2,107,1,0,1,0.583995646
2,108,1,1,1,0.7446674590000001
2,109,1,0,1,0.587738557
2,110,1,1,1,0.928708273
2,111,1,0,1,0.562989679
2,112,1,0,1,0.524758936
2,113,1,1,1,0.960444847
2,114,1,1,1,0.882182785
2,115,1,0,1,0.569170831
2,116,1,1,1,0.8147909529999999
2,117,1,0,1,0.543515658
2,118,1,1,1,0.7511496990000001
2,119,1,0,1,0.641966586
2,120,1,1,1,0.7834886
2,121,1,0,1,0.592634749
2,122,1,1,1,0.735451807
2,123,1,0,1,0.653550156
2,124,1,1,0,0.682450826
2,125,1,0,1,0.643841986
2,126,1,1,1,0.767234434
2,127,1,0,1,0.555263892
2,128,1,0,1,0.532717404
2,129,1,1,1,0.782414688
2,130,1,0,1,0.563912041
2,131,1,1,1,0.822607784
2,132,1,0,1,0.534496804
2,133,1,1,1,1.4053939619999998
2,134,1,0,1,0.795950704
2,135,1,0,1,0.562865786
2,136,1,1,1,0.889966371
2,137,1,1,1,0.8020274390000001
2,138,1,0,1,0.58012895
2,139,1,1,1,0.697274085
2,140,1,0,1,0.654920645
2,141,1,0,1,0.526659595
2,142,1,1,1,0.714476626
2,143,1,1,1,1.212188729
2,144,1,0,1,0.816839731
3,1,0,1,1,1.074823233
3,2,0,1,1,0.554596589
3,3,0,0,1,0.738924235
3,4,0,1,1,0.77336943
3,5,0,1,1,0.944875216
3,6,0,0,1,0.666079533
3,7,0,1,1,0.778903786
3,8,0,0,1,0.602139518
3,9,0,1,1,0.703343629
3,10,0,0,1,0.515897301
3,11,0,1,1,0.959980867
3,12,0,1,1,0.72115561
3,13,0,0,1,0.688903495
3,14,0,1,1,0.666211827
3,15,0,0,1,0.6437919360000001
3,16,0,0,1,0.498980828
3,17,0,1,1,0.632739051
3,18,0,1,0,0.8341489009999999
3,19,0,0,1,0.752738473
3,20,0,1,1,1.170837982
3,21,0,1,1,0.772051672
3,22,0,0,1,0.624065202
3,23,0,1,1,0.965112695
3,24,0,0,1,0.662768091
3,25,0,1,1,0.969209188
3,26,0,0,1,0.583862939
3,27,0,1,1,0.6897175059999999
3,28,0,1,1,0.807098573
3,29,0,0,1,0.634336308
3,30,0,1,1,1.006331593
3,31,0,0,1,0.620852253
3,32,0,1,1,1.095448631
3,33,0,0,1,0.548379003
3,34,0,0,1,0.654411249
3,35,0,1,1,0.900280167
3,36,0,0,1,0.585793243
3,37,0,1,1,1.041845016
3,38,0,1,1,0.76276742
3,39,0,0,1,0.784465014
3,40,0,1,1,0.942294959
3,41,0,0,1,0.620458926
3,42,0,1,1,0.850451452
3,43,0,1,1,0.6654928760000001
3,44,0,0,1,0.563442198
3,45,0,1,1,0.84463127
3,46,0,1,0,0.7627651609999999
3,47,0,0,1,0.5937062679999999
3,48,0,1,1,0.8969232340000001
3,49,0,0,1,0.63287087
3,50,0,1,1,0.8409111309999999
3,51,0,0,1,0.699856881
3,52,0,1,1,0.7546355570000001
3,53,0,1,1,0.807763702
3,54,0,0,1,0.58426867
3,55,0,1,1,0.889779896
3,56,0,1,1,0.81083293
3,57,0,0,1,0.659310399
3,58,0,0,1,0.580951794
3,59,0,1,1,0.8385605140000001
3,60,0,1,1,0.7013361459999999
3,61,0,0,1,0.64680932
3,62,0,0,1,0.558232745
3,63,0,1,1,0.781136061
3,64,0,0,1,0.671023982
3,65,0,1,1,1.15533918
3,66,0,0,1,0.620203226
3,67,0,1,1,0.93176575
3,68,0,0,1,0.620683384
3,69,0,1,1,0.87775626
3,70,0,0,1,0.635320891
3,71,0,1,1,0.790557823
3,72,0,0,1,0.6522757889999999
3,73,0,1,1,0.799206735
3,74,0,0,1,0.70878206
3,75,0,1,1,0.922597665
3,76,0,0,1,0.7336276429999999
3,77,0,0,1,0.61115954
3,78,0,1,1,0.810043337
3,79,0,1,1,0.845705129
3,80,0,0,1,0.711020392
3,81,0,0,1,0.579423783
3,82,0,1,1,0.941707914
3,83,0,0,1,0.690126782
3,84,0,0,1,0.604946626
3,85,0,1,1,0.635375177
3,86,0,0,1,0.59693217
3,87,0,1,1,0.908927648
3,88,0,0,1,0.884357313
3,89,0,0,1,0.597526497
3,90,0,1,1,0.989151047
3,91,0,0,1,0.50937683
3,92,0,0,1,0.858356598
3,93,0,1,1,1.062800117
3,94,0,0,1,0.5610424
3,95,0,0,1,0.6734368270000001
3,96,0,1,1,0.859795925
3,97,0,0,1,0.560808019
3,98,0,0,1,0.592184303
3,99,0,1,1,0.8575839259999999
3,100,0,1,1,0.759843515
3,101,0,0,1,0.605698086
3,102,0,0,1,0.6852466290000001
3,103,0,1,1,0.899434939
3,104,0,0,1,0.7256360709999999
3,105,0,1,1,0.794439514
3,106,0,0,1,0.747538314
3,107,0,0,1,0.549119417
3,108,0,1,1,1.260356327
3,109,0,0,1,0.6766201209999999
3,110,0,1,1,0.8940127809999999
3,111,0,0,1,0.534072737
3,112,0,0,1,0.479654891
3,113,0,1,1,0.7054880379999999
3,114,0,1,1,0.905499096
3,115,0,0,1,0.6388905810000001
3,116,0,1,1,0.930445506
3,117,0,0,1,0.665931404
3,118,0,1,1,0.686048601
3,119,0,0,1,0.589661259
3,120,0,1,1,0.766898704
3,121,0,0,1,0.6836286
3,122,0,1,1,0.761142471
3,123,0,0,1,0.647197628
3,124,0,1,1,1.037571457
3,125,0,0,1,0.624366715
3,126,0,1,1,0.8255480390000001
3,127,0,0,1,0.594242674
3,128,0,0,1,0.587295606
3,129,0,1,1,1.082400728
3,130,0,0,1,0.66608783
3,131,0,1,1,0.910843666
3,132,0,0,1,0.6249930370000001
3,133,0,1,1,0.870909727
3,134,0,0,1,0.546233867
3,135,0,0,1,0.512490615
3,136,0,1,1,0.936178544
3,137,0,1,1,0.794828815
3,138,0,0,1,0.610330451
3,139,0,1,1,0.789495148
3,140,0,0,1,0.7665719320000001
3,141,0,0,1,0.569848812
3,142,0,1,1,0.8321328640000001
3,143,0,1,1,1.168945467
3,144,0,0,1,0.517791385
3,1,1,0,1,0.6409116539999999
3,2,1,1,1,0.817913131
3,3,1,0,1,0.444461877
3,4,1,0,1,0.521509076
3,5,1,1,0,0.64993112
3,6,1,0,1,0.608835515
3,7,1,0,1,0.549809951
3,8,1,1,1,1.100154835
3,9,1,1,1,0.8377254999999999
3,10,1,0,1,0.538572371
3,11,1,0,1,0.6760671859999999
3,12,1,1,1,0.815729455
3,13,1,1,1,0.8286888440000001
3,14,1,0,1,0.596769935
3,15,1,0,1,0.523082611
3,16,1,1,1,0.79511467
3,17,1,0,1,0.634266097
3,18,1,1,1,0.7233522590000001
3,19,1,0,1,0.5537052960000001
3,20,1,0,1,0.570379469
3,21,1,1,1,0.7651406470000001
3,22,1,0,1,0.593534504
3,23,1,1,1,0.829189588
3,24,1,0,1,0.687192204
3,25,1,0,1,0.5696429470000001
3,26,1,1,1,0.734545158
3,27,1,0,1,0.56364123
3,28,1,1,1,0.8791284359999999
3,29,1,0,1,0.57015348
3,30,1,0,1,0.567228567
3,31,1,1,0,0.756946998
3,32,1,0,1,0.5978948079999999
3,33,1,1,1,0.597088569
3,34,1,1,1,1.097015667
3,35,1,0,1,0.530449026
3,36,1,1,1,0.8135489229999999
3,37,1,0,1,0.469916423
3,38,1,1,1,0.873185158
3,39,1,0,1,0.53496905
3,40,1,0,1,0.508285827
3,41,1,1,1,0.750088819
3,42,1,0,1,0.615601594
3,43,1,0,1,0.637216053
3,44,1,1,1,0.746161162
3,45,1,1,1,0.927795521
3,46,1,0,1,0.498105273
3,47,1,1,1,0.925912324
3,48,1,1,1,0.797765154
3,49,1,0,1,0.4782803370000001
3,50,1,1,1,0.6838163079999999
3,51,1,0,1,0.5587192870000001
3,52,1,1,1,0.827481026
3,53,1,0,1,0.549874176
3,54,1,1,1,0.8937962540000001
3,55,1,0,1,0.444344748
3,56,1,1,1,0.893195821
3,57,1,1,1,0.835431209
3,58,1,0,1,0.603972992
3,59,1,1,1,0.782299223
3,60,1,1,1,0.8499431129999999
3,61,1,0,1,0.62246327
3,62,1,1,1,0.943492251
3,63,1,1,1,0.728072348
3,64,1,0,1,0.544798212
3,65,1,1,1,0.771878341
3,66,1,1,1,0.736266476
3,67,1,0,1,0.558290276
3,68,1,1,1,0.6331995539999999
3,69,1,1,1,0.802800423
3,70,1,0,1,0.708894791
3,71,1,1,1,0.717095763
3,72,1,0,1,0.584211058
3,73,1,0,1,0.515754988
3,74,1,1,0,0.681149662
3,75,1,0,1,0.60935043
3,76,1,0,1,0.5261705870000001
3,77,1,1,1,1.016334232
3,78,1,0,1,0.557957967
3,79,1,0,1,0.543782442
3,80,1,1,1,0.7169563040000001
3,81,1,1,1,0.758675468
3,82,1,0,1,0.7473322259999999
3,83,1,0,1,1.032430145
3,84,1,1,1,0.8683356590000001
3,85,1,0,1,0.625350783
3,86,1,0,1,0.552656618
3,87,1,1,1,0.82649711
3,88,1,0,1,0.589090981
3,89,1,1,1,0.754113281
3,90,1,0,1,0.540913615
3,91,1,1,1,0.686574695
3,92,1,0,1,0.517688901
3,93,1,1,1,0.752255329
3,94,1,0,1,0.566611359
3,95,1,0,1,0.590979114
3,96,1,1,1,0.667818117
3,97,1,0,1,0.609321685
3,98,1,1,0,0.56686593
3,99,1,1,1,0.826195755
3,100,1,0,1,0.650164368
3,101,1,1,1,0.6802099340000001
3,102,1,0,1,0.731848387
3,103,1,1,1,1.000558065
3,104,1,0,1,0.602290283
3,105,1,1,1,0.865159035
3,106,1,1,1,0.599713454
3,107,1,0,1,0.5251202970000001
3,108,1,0,1,0.542588947
3,109,1,1,1,0.7584166379999999
3,110,1,0,1,0.438394639
3,111,1,1,1,0.6921460909999999
3,112,1,0,1,0.592933111
3,113,1,0,1,0.555191066
3,114,1,1,1,0.659688462
3,115,1,0,1,0.66427195
3,116,1,0,1,0.567989916
3,117,1,1,1,0.962469888
3,118,1,0,1,0.581272466
