Subject,Run,Gain,Loss,Choice,RT
2,3,12,8,0.0,2.488
2,3,12,9,0.0,1.199
2,3,12,11,0.0,1.161
2,3,12,16,0.0,0.8009999999999999
2,3,12,19,0.0,0.91
2,3,14,5,1.0,2.181
2,3,14,7,0.0,1.371
2,3,14,10,0.0,1.528
2,3,14,11,0.0,1.2890000000000001
2,3,14,16,0.0,0.755
2,3,14,18,0.0,0.965
2,3,14,19,0.0,1.026
2,3,16,11,0.0,1.189
2,3,16,15,0.0,0.8440000000000001
2,3,16,16,0.0,0.899
2,3,16,19,0.0,0.895
2,3,18,6,1.0,1.79
2,3,18,11,0.0,1.704
2,3,18,13,0.0,1.689
2,3,18,15,0.0,1.4
2,3,18,16,0.0,0.9570000000000001
2,3,18,18,0.0,0.9109999999999999
2,3,18,19,0.0,1.023
2,3,20,8,1.0,1.453
2,3,20,11,0.0,1.2570000000000001
2,3,20,17,0.0,2.0709999999999997
2,3,20,20,0.0,1.054
2,3,22,5,1.0,1.466
2,3,22,8,1.0,1.567
2,3,22,10,0.0,1.685
2,3,22,11,0.0,1.255
2,3,22,12,0.0,2.347
2,3,22,14,0.0,2.8939999999999997
2,3,22,16,0.0,0.9540000000000001
2,3,24,6,1.0,1.541
2,3,24,10,0.0,1.719
2,3,24,19,,
2,3,26,7,1.0,1.028
2,3,26,10,0.0,2.293
2,3,26,11,0.0,2.396
2,3,26,14,0.0,1.199
2,3,26,15,0.0,0.9790000000000001
2,3,26,17,0.0,1.6840000000000002
2,3,28,5,1.0,1.349
2,3,28,9,1.0,1.24
2,3,28,17,0.0,1.274
2,3,28,18,0.0,0.888
2,3,28,20,0.0,1.244
2,3,30,7,1.0,1.537
2,3,30,8,1.0,1.113
2,3,30,10,1.0,2.215
2,3,30,11,0.0,1.96
2,3,30,14,0.0,1.331
2,3,30,20,0.0,1.246
2,3,32,8,1.0,1.432
2,3,32,12,1.0,2.9760000000000004
2,3,32,13,0.0,2.129
2,3,32,14,0.0,2.367
2,3,34,5,1.0,1.162
2,3,34,7,1.0,1.3
2,3,34,8,1.0,1.217
2,3,34,11,,
2,3,34,14,0.0,2.523
2,3,34,15,0.0,2.454
2,3,36,5,1.0,1.068
2,3,36,10,,
2,3,36,11,0.0,1.6869999999999998
2,3,38,6,1.0,1.4869999999999999
2,3,38,11,1.0,2.636
2,3,38,13,0.0,2.478
2,3,38,15,0.0,1.445
2,3,38,16,0.0,2.2230000000000003
2,3,38,17,0.0,1.9369999999999998
2,3,38,19,0.0,0.001
2,3,40,12,1.0,2.445
2,3,40,14,1.0,1.626
2,3,40,17,0.0,1.44
2,3,40,18,0.0,2.325
2,3,40,20,0.0,2.092
3,1,10,6,0.0,1.409
3,1,10,7,0.0,1.088
3,1,10,11,0.0,0.598
3,1,10,12,0.0,0.633
3,1,10,15,0.0,0.565
3,1,12,6,0.0,1.224
3,1,12,14,0.0,0.541
3,1,12,15,0.0,1.08
3,1,12,17,0.0,0.8290000000000001
3,1,14,6,0.0,1.06
3,1,14,12,0.0,0.888
3,1,14,14,0.0,1.015
3,1,14,17,0.0,0.919
3,1,14,20,0.0,0.6940000000000001
3,1,16,5,1.0,1.067
3,1,16,10,0.0,1.9340000000000002
3,1,16,12,0.0,0.742
3,1,16,13,0.0,0.779
3,1,16,18,0.0,0.961
3,1,16,20,0.0,0.887
3,1,18,5,1.0,1.246
3,1,18,7,0.0,1.287
3,1,18,8,1.0,1.235
3,1,18,12,0.0,0.706
3,1,18,14,0.0,0.695
3,1,18,17,0.0,1.016
3,1,18,20,0.0,0.833
3,1,20,6,1.0,1.128
3,1,20,12,0.0,0.968
3,1,20,15,0.0,1.104
3,1,20,16,0.0,1.135
3,1,20,18,0.0,1.135
3,1,22,7,1.0,0.884
3,1,22,9,0.0,1.99
3,1,22,20,0.0,1.3419999999999999
3,1,24,7,1.0,1.02
3,1,24,9,0.0,1.439
3,1,24,12,0.0,0.8109999999999999
3,1,24,13,0.0,0.772
3,1,24,14,0.0,0.7
3,1,24,18,0.0,1.345
3,1,26,5,1.0,1.046
3,1,26,9,0.0,1.672
3,1,26,13,0.0,0.6679999999999999
3,1,26,16,0.0,1.192
3,1,26,18,0.0,1.0290000000000001
3,1,28,7,1.0,1.171
3,1,28,12,0.0,1.358
3,1,28,13,0.0,0.826
3,1,28,19,0.0,0.767
3,1,30,6,1.0,1.148
3,1,30,13,0.0,0.7979999999999999
3,1,30,16,0.0,1.155
3,1,30,19,0.0,1.318
3,1,32,5,1.0,1.2209999999999999
3,1,32,6,1.0,1.446
3,1,32,9,1.0,0.977
3,1,32,10,0.0,0.792
3,1,32,11,0.0,0.723
3,1,32,16,0.0,1.179
3,1,32,17,0.0,1.206
3,1,32,19,0.0,0.698
3,1,32,20,0.0,1.102
3,1,34,9,1.0,1.173
3,1,34,10,0.0,1.274
3,1,34,13,0.0,0.723
3,1,34,16,0.0,0.902
3,1,34,17,0.0,1.234
3,1,34,19,0.0,0.5329999999999999
3,1,34,20,0.0,1.745
3,1,36,6,1.0,1.015
3,1,36,8,1.0,1.455
3,1,36,12,0.0,0.912
3,1,36,17,0.0,2.154
3,1,36,19,0.0,0.693
3,1,38,5,1.0,1.126
3,1,38,7,1.0,1.206
3,1,38,10,0.0,0.767
3,1,38,12,0.0,2.708
3,1,38,14,0.0,0.809
3,1,40,5,1.0,1.2
3,1,40,7,1.0,1.161
3,1,40,10,1.0,0.888
3,1,40,13,0.0,1.29
3,1,40,15,0.0,1.569
3,1,40,19,0.0,1.537
3,2,10,9,0.0,1.2790000000000001
3,2,10,14,0.0,1.091
3,2,10,16,0.0,1.351
3,2,10,17,0.0,1.036
3,2,10,18,0.0,1.065
3,2,12,5,1.0,1.167
3,2,12,7,0.0,1.2429999999999999
3,2,12,10,0.0,1.537
3,2,12,12,0.0,0.8240000000000001
3,2,12,13,0.0,1.073
3,2,12,18,0.0,1.081
3,2,12,20,0.0,1.123
3,2,14,8,1.0,1.996
3,2,14,9,0.0,1.712
3,2,14,13,0.0,1.5959999999999999
3,2,14,15,0.0,1.56
3,2,16,6,0.0,0.001
3,2,16,7,1.0,1.3459999999999999
3,2,16,8,1.0,1.87
3,2,16,9,0.0,1.224
3,2,16,14,0.0,0.7290000000000001
3,2,16,17,0.0,0.878
3,2,18,9,0.0,1.016
3,2,18,10,0.0,1.444
3,2,20,5,,
3,2,20,7,1.0,1.057
3,2,20,9,1.0,1.057
3,2,20,10,0.0,1.057
3,2,20,13,0.0,1.136
3,2,20,14,0.0,1.391
3,2,20,19,0.0,1.157
3,2,22,6,1.0,1.4909999999999999
3,2,22,13,0.0,0.8490000000000001
3,2,22,15,0.0,0.943
3,2,22,17,0.0,2.398
3,2,22,18,0.0,1.162
3,2,22,19,0.0,1.564
3,2,24,5,1.0,1.179
3,2,24,8,1.0,1.464
3,2,24,11,0.0,1.0979999999999999
3,2,24,15,0.0,1.075
3,2,24,16,0.0,0.74
3,2,24,17,0.0,0.904
3,2,24,20,0.0,0.8909999999999999
3,2,26,6,1.0,1.27
3,2,26,8,1.0,1.382
3,2,26,12,0.0,0.946
3,2,26,19,0.0,1.058
3,2,26,20,0.0,1.288
3,2,28,6,1.0,1.062
3,2,28,8,1.0,1.281
3,2,28,10,0.0,1.1840000000000002
3,2,28,11,0.0,1.024
3,2,28,14,0.0,1.253
3,2,28,15,0.0,1.217
3,2,28,16,0.0,1.399
3,2,30,5,1.0,1.2930000000000001
3,2,30,9,1.0,0.909
3,2,30,12,0.0,1.781
3,2,30,15,0.0,1.311
3,2,30,17,0.0,1.29
3,2,30,18,0.0,0.9520000000000001
3,2,32,7,1.0,1.4409999999999998
3,2,32,15,0.0,0.89
3,2,32,18,0.0,1.4069999999999998
3,2,34,6,1.0,1.114
3,2,34,12,0.0,1.105
3,2,34,18,0.0,1.014
3,2,36,7,1.0,1.05
3,2,36,9,0.0,1.101
3,2,36,13,0.0,1.5490000000000002
3,2,36,14,1.0,1.403
3,2,36,15,0.0,0.8340000000000001
3,2,36,16,0.0,1.063
3,2,36,18,0.0,1.195
3,2,36,20,0.0,0.887
3,2,38,8,1.0,1.584
3,2,38,9,1.0,1.329
3,2,38,18,0.0,1.137
3,2,38,20,0.0,1.218
3,2,40,6,1.0,1.351
3,2,40,8,1.0,0.991
3,2,40,9,0.0,1.082
3,2,40,11,1.0,1.6980000000000002
3,2,40,16,0.0,1.643
3,3,10,5,1.0,2.15
3,3,10,8,0.0,1.808
3,3,10,10,0.0,1.399
3,3,10,13,0.0,0.778
3,3,10,19,0.0,0.997
3,3,10,20,0.0,0.99
3,3,12,8,0.0,1.689
3,3,12,9,0.0,1.489
3,3,12,11,0.0,1.195
3,3,12,16,0.0,0.684
3,3,12,19,0.0,1.2329999999999999
3,3,14,5,1.0,1.506
3,3,14,7,0.0,1.071
3,3,14,10,0.0,1.01
3,3,14,11,0.0,1.194
3,3,14,16,0.0,1.125
3,3,14,18,0.0,1.159
3,3,14,19,0.0,0.865
3,3,16,11,0.0,0.78
3,3,16,15,0.0,1.506
3,3,16,16,0.0,0.977
3,3,16,19,0.0,1.305
3,3,18,6,0.0,0.816
3,3,18,11,0.0,0.8190000000000001
3,3,18,13,0.0,0.955
3,3,18,15,0.0,1.151
3,3,18,16,0.0,0.743
3,3,18,18,0.0,1.14
3,3,18,19,0.0,1.199
3,3,20,8,1.0,1.198
3,3,20,11,0.0,0.778
3,3,20,17,0.0,0.787
3,3,20,20,0.0,1.59
3,3,22,5,1.0,1.3730000000000002
3,3,22,8,1.0,1.025
3,3,22,10,0.0,1.008
3,3,22,11,0.0,0.9990000000000001
3,3,22,12,0.0,1.224
3,3,22,14,0.0,1.215
3,3,22,16,0.0,1.012
3,3,24,6,1.0,0.8
3,3,24,10,0.0,1.056
3,3,24,19,0.0,1.078
3,3,26,7,1.0,1.34
3,3,26,10,0.0,1.0070000000000001
3,3,26,11,0.0,1.03
3,3,26,14,0.0,0.7859999999999999
3,3,26,15,0.0,0.91
3,3,26,17,0.0,1.351
3,3,28,5,1.0,1.1520000000000001
3,3,28,9,1.0,0.973
3,3,28,17,0.0,1.204
3,3,28,18,0.0,1.6269999999999998
3,3,28,20,0.0,1.3230000000000002
3,3,30,7,1.0,1.227
3,3,30,8,0.0,1.125
3,3,30,10,0.0,1.425
3,3,30,11,0.0,1.137
3,3,30,14,0.0,1.035
3,3,30,20,0.0,1.105
3,3,32,8,1.0,1.295
3,3,32,12,0.0,1.0390000000000001
3,3,32,13,0.0,1.075
3,3,32,14,0.0,0.9279999999999999
3,3,34,5,1.0,1.3319999999999999
3,3,34,7,1.0,1.178
3,3,34,8,1.0,1.17
3,3,34,11,0.0,0.85
3,3,34,14,0.0,1.084
3,3,34,15,0.0,1.1059999999999999
3,3,36,5,1.0,1.054
3,3,36,10,0.0,1.287
3,3,36,11,0.0,0.765
3,3,38,6,1.0,1.433
3,3,38,11,0.0,0.965
3,3,38,13,0.0,1.036
3,3,38,15,0.0,1.655
3,3,38,16,0.0,1.056
3,3,38,17,0.0,1.419
3,3,38,19,0.0,1.104
3,3,40,12,0.0,0.872
3,3,40,14,0.0,1.276
3,3,40,17,0.0,2.09
3,3,40,18,0.0,1.023
3,3,40,20,0.0,0.9420000000000001
4,1,10,6,0.0,1.423
4,1,10,7,0.0,1.493
4,1,10,11,0.0,0.948
4,1,10,12,0.0,1.1520000000000001
4,1,10,15,0.0,0.867
4,1,12,6,0.0,2.63
4,1,12,14,0.0,1.092
4,1,12,15,0.0,1.135
4,1,12,17,0.0,1.3659999999999999
4,1,14,6,0.0,1.318
4,1,14,12,0.0,1.159
4,1,14,14,0.0,1.143
4,1,14,17,0.0,1.5490000000000002
4,1,14,20,0.0,1.396
4,1,16,5,0.0,1.899
4,1,16,10,0.0,1.686
4,1,16,12,0.0,1.725
4,1,16,13,0.0,1.3130000000000002
4,1,16,18,0.0,0.991
4,1,16,20,0.0,0.9990000000000001
4,1,18,5,0.0,1.1159999999999999
4,1,18,7,0.0,1.805
4,1,18,8,0.0,1.808
4,1,18,12,0.0,1.8359999999999999
4,1,18,14,0.0,1.248
4,1,18,17,0.0,1.399
4,1,18,20,0.0,1.703
4,1,20,6,0.0,2.294
4,1,20,12,0.0,2.239
4,1,20,15,,
4,1,20,16,0.0,1.55
4,1,20,18,0.0,1.263
4,1,22,7,0.0,1.453
4,1,22,9,0.0,1.8430000000000002
4,1,22,20,0.0,1.205
4,1,24,7,1.0,1.6019999999999999
4,1,24,9,1.0,1.183
4,1,24,12,0.0,1.242
4,1,24,13,1.0,0.001
4,1,24,14,0.0,1.936
4,1,24,18,0.0,1.175
4,1,26,5,1.0,1.6540000000000001
4,1,26,9,1.0,2.095
4,1,26,13,0.0,1.069
4,1,26,16,0.0,1.19
4,1,26,18,0.0,1.765
4,1,28,7,,
4,1,28,12,0.0,1.953
4,1,28,13,0.0,2.032
4,1,28,19,0.0,1.525
4,1,30,6,1.0,1.733
4,1,30,13,0.0,1.757
4,1,30,16,0.0,2.202
4,1,30,19,0.0,1.567
4,1,32,5,1.0,1.5390000000000001
4,1,32,6,1.0,1.774
